year,playerID,award_count
9,catchta01w,2
9,jacksla01w,4
9,lawsoka01w,0
9,wickssu01w,0
9,gilloje01w,0
9,campbed01w,0
9,edwarte01w,0
9,mcwilta01w,0
9,staleda01w,1
9,beviltu01w,0
9,johnsvi01w,0
9,phillta01w,0
9,arcaija01w,0
9,milleco01w,0
9,snowmi01w,0
9,milleke01w,0
9,palmewe01w,0
9,mccarja01w,1
9,hoffmeb01w,0
9,langhcr01w,0
9,parkeca01w,0
9,tauradi01w,1
9,lennobe01w,0
9,stileja01w,0
9,johnste01w,0
9,augusse01w,1
9,pricear01w,1
9,mccouan01w,0
9,pierspl01w,1
9,wiggica01w,0
9,bonnede01w,0
9,coopecy01w,1
9,rileyru01w,0
9,griffyo01w,1
9,nolande01w,2
9,pondeca01w,2
9,smithka01w,1
9,birdsu01w,1
9,boltoru01w,1
9,holdsch01w,1
9,penicti01w,1
9,weathte01w,1
10,thompti01w,0
10,leslili01w,1
10,teaslni01w,0
10,swoopsh01w,0
10,douglka01w,0
10,fordch01w,2
10,cashsw01w,0
10,coopemi01w,0
10,hugheda99w,1
10,stanlma99w,0
10,laimbbi01w,0
10,mcconsu01w,0
10,whisejo99w,0
10,thibami99w,1
10,meadoma99w,0
10,blackde01w,0
10,catchta01w,0
10,jacksla01w,3
10,lawsoka01w,0
10,wickssu01w,0
10,gilloje01w,0
10,campbed01w,0
10,edwarte01w,0
10,mcwilta01w,0
10,staleda01w,0
10,beviltu01w,0
10,johnsvi01w,0
10,phillta01w,0
10,arcaija01w,0
10,milleco01w,0
10,snowmi01w,0
10,milleke01w,0
10,palmewe01w,0
10,mccarja01w,1
10,hoffmeb01w,1
10,langhcr01w,0
10,parkeca01w,3
10,tauradi01w,0
10,lennobe01w,0
10,stileja01w,0
10,johnste01w,0
10,augusse01w,0
10,pricear01w,1
10,mccouan01w,0
10,pierspl01w,1
10,wiggica01w,1
10,bonnede01w,0
10,coopecy01w,0
10,rileyru01w,0
10,griffyo01w,0
10,nolande01w,0
10,pondeca01w,2
10,smithka01w,2
10,birdsu01w,0
10,boltoru01w,0
10,holdsch01w,0
10,penicti01w,0
10,weathte01w,0
